math_reading_score,treatment,BYHMWRK,BYS34B,BYWRTNGA,BYTSTREL,BYMATHSE,BYS35B,BYTEAQUA,BYENGLSE,BYS34A,BYS31G,BYS36B,BYINCOME,BYS31C,BYFATHED,BYS35A,F1SCH_ID,BYA37D,BYA37A,BYA37B,BYA37C
43.11,1,30.0,25.0,-4.0,-0.064,-0.11599999999999999,5.0,-0.163,-0.387,5.0,2.0,5.0,10,4.0,5.0,1.0,3042.0,2.0,2.0,2.0,2.0
31.99,1,-9.0,1.0,-4.0,-0.648,-9.0,1.0,-0.541,-9.0,6.0,2.0,1.0,7,2.0,1.0,2.0,3042.0,2.0,2.0,2.0,2.0
51.08,1,27.0,24.0,-4.0,0.868,-9.0,2.0,0.8109999999999999,-9.0,3.0,1.0,1.0,9,1.0,5.0,1.0,3042.0,2.0,2.0,2.0,2.0
58.22,1,20.0,15.0,1.1909999999999998,0.282,0.121,5.0,0.069,1.5959999999999999,5.0,2.0,2.0,8,4.0,5.0,2.0,3042.0,2.0,2.0,2.0,2.0
49.61,1,8.0,2.0,-0.13699999999999998,-1.767,-0.8690000000000001,1.0,-9.0,0.14300000000000002,6.0,3.0,1.0,8,5.0,1.0,1.0,3052.0,3.0,3.0,3.0,1.0
43.82,1,38.0,24.0,-4.0,1.7169999999999999,-9.0,18.0,1.484,-9.0,14.0,3.0,15.0,2,3.0,1.0,16.0,3052.0,3.0,3.0,3.0,1.0
43.09,1,7.0,4.0,-4.0,0.282,0.121,2.0,0.324,-0.3720000000000001,3.0,2.0,1.0,3,3.0,1.0,2.0,3052.0,3.0,3.0,3.0,1.0
51.54,1,-9.0,2.0,-0.13699999999999998,0.282,1.285,2.0,0.324,0.331,5.0,5.0,1.0,9,5.0,2.0,1.0,3052.0,3.0,3.0,3.0,1.0
43.61,1,22.0,7.0,-0.13699999999999998,0.282,0.33299999999999996,5.0,0.069,-0.672,15.0,2.0,2.0,8,3.0,1.0,5.0,3052.0,3.0,3.0,3.0,1.0
40.32,1,10.0,2.0,-0.332,0.282,0.085,2.0,0.069,0.078,8.0,5.0,2.0,7,5.0,1.0,2.0,3052.0,3.0,3.0,3.0,1.0
46.51,1,3.0,2.0,-4.0,0.521,0.609,1.0,0.324,-0.664,1.0,4.0,1.0,8,5.0,1.0,1.0,3061.0,2.0,3.0,3.0,1.0
51.23,1,16.0,4.0,-4.0,-2.3609999999999998,-0.14300000000000002,0.0,-3.237,-0.9329999999999999,12.0,3.0,2.0,8,3.0,4.0,8.0,3061.0,2.0,3.0,3.0,1.0
40.08,1,7.0,4.0,-4.0,0.282,-9.0,3.0,0.324,-9.0,3.0,4.0,3.0,9,5.0,4.0,2.0,3061.0,2.0,3.0,3.0,1.0
43.89,1,11.0,10.0,-4.0,-9.0,-9.0,3.0,-9.0,-9.0,1.0,1.0,3.0,9,1.0,3.0,1.0,3061.0,2.0,3.0,3.0,1.0
32.49,1,-9.0,12.0,-4.0,0.044000000000000004,-0.381,5.0,0.324,-1.383,21.0,4.0,6.0,6,3.0,2.0,10.0,3061.0,2.0,3.0,3.0,1.0
50.75,1,6.0,2.0,-4.0,-0.064,-1.317,1.0,-0.163,-0.111,4.0,2.0,2.0,7,2.0,2.0,0.0,3061.0,2.0,3.0,3.0,1.0
45.26,1,9.0,2.0,-4.0,1.166,0.33299999999999996,1.0,1.676,1.5959999999999999,7.0,2.0,1.0,8,2.0,1.0,0.0,3061.0,2.0,3.0,3.0,1.0
41.74,1,4.0,3.0,0.515,-0.064,-9.0,1.0,-0.163,-9.0,1.0,3.0,0.0,5,3.0,4.0,1.0,3061.0,2.0,3.0,3.0,1.0
41.62,1,3.0,1.0,-4.0,0.282,-0.8690000000000001,1.0,0.579,0.6579999999999999,2.0,1.0,1.0,8,1.0,1.0,1.0,3061.0,2.0,3.0,3.0,1.0
37.96,1,4.0,3.0,-4.0,0.521,-0.63,4.0,0.069,-0.9329999999999999,1.0,2.0,7.0,10,1.0,1.0,2.0,3061.0,2.0,3.0,3.0,1.0
35.48,1,10.0,4.0,-4.0,-0.493,-9.0,1.0,-0.541,-0.9329999999999999,6.0,3.0,2.0,7,4.0,2.0,1.0,3061.0,2.0,3.0,3.0,1.0
44.9,1,-9.0,10.0,-4.0,0.521,-0.8959999999999999,2.0,0.324,0.331,21.0,3.0,2.0,5,4.0,7.0,9.0,3061.0,2.0,3.0,3.0,1.0
45.78,1,12.0,10.0,-4.0,-2.063,-1.052,1.0,-2.117,-1.944,2.0,1.0,1.0,10,1.0,3.0,2.0,3061.0,2.0,3.0,3.0,1.0
51.71,1,10.0,8.0,-4.0,-0.38,0.5710000000000001,5.0,-0.41700000000000004,0.331,2.0,2.0,1.0,12,2.0,5.0,2.0,3061.0,2.0,3.0,3.0,1.0
54.43,1,1.0,1.0,-4.0,-0.38,-0.63,1.0,-0.163,-1.936,0.0,4.0,1.0,5,5.0,5.0,5.0,3061.0,2.0,3.0,3.0,1.0
36.58,1,3.0,2.0,-0.435,1.479,-9.0,1.0,1.229,-2.197,1.0,4.0,1.0,2,4.0,4.0,1.0,3061.0,2.0,3.0,3.0,1.0
40.63,1,7.0,1.0,-4.0,0.8190000000000001,1.018,1.0,0.68,0.877,6.0,2.0,1.0,8,2.0,2.0,1.0,3061.0,2.0,3.0,3.0,1.0
28.54,1,-9.0,0.0,-1.3840000000000001,-0.272,0.078,1.0,0.324,-0.23,1.0,3.0,0.0,10,2.0,1.0,2.0,3061.0,2.0,3.0,3.0,1.0
48.46,1,24.0,12.0,-4.0,-0.648,0.12300000000000001,1.0,-0.541,0.14300000000000002,12.0,4.0,4.0,6,3.0,2.0,1.0,3061.0,2.0,3.0,3.0,1.0
40.34,1,2.0,1.0,0.423,-0.332,-0.392,1.0,-0.541,-0.9329999999999999,1.0,1.0,0.0,10,1.0,1.0,1.0,3062.0,2.0,3.0,2.0,1.0
42.01,1,3.0,2.0,-1.6580000000000001,-0.332,-0.867,1.0,-0.541,-1.944,1.0,1.0,1.0,5,1.0,2.0,1.0,3062.0,2.0,3.0,2.0,1.0
47.03,1,2.0,1.0,0.32,0.205,0.057999999999999996,0.0,0.069,-0.745,1.0,2.0,0.0,8,3.0,3.0,1.0,3062.0,2.0,3.0,2.0,1.0
48.03,1,4.0,3.0,0.349,0.581,-1.594,1.0,0.425,1.5959999999999999,1.0,2.0,1.0,9,3.0,5.0,0.0,3062.0,2.0,3.0,2.0,1.0
61.89,1,26.0,6.0,0.7040000000000001,0.8370000000000001,1.7719999999999998,1.0,0.324,1.146,20.0,4.0,1.0,9,4.0,2.0,5.0,3062.0,2.0,3.0,2.0,1.0
47.52,1,4.0,3.0,-0.898,0.174,0.5710000000000001,2.0,-0.163,-0.11800000000000001,1.0,1.0,1.0,11,1.0,5.0,0.0,3062.0,2.0,3.0,2.0,1.0
44.51,1,9.0,8.0,-9.0,0.8370000000000001,0.121,3.0,0.069,0.331,1.0,3.0,6.0,10,2.0,3.0,1.0,3071.0,2.0,3.0,2.0,2.0
55.64,1,16.0,13.0,0.812,-0.866,1.3219999999999998,6.0,-1.4680000000000002,0.07,3.0,2.0,3.0,12,2.0,8.0,6.0,3071.0,2.0,3.0,2.0,2.0
50.71,1,30.0,20.0,1.3719999999999999,-9.0,-9.0,20.0,-9.0,-9.0,10.0,2.0,10.0,8,4.0,1.0,10.0,3071.0,2.0,3.0,2.0,2.0
48.14,1,9.0,7.0,0.32,0.282,-0.381,1.0,0.324,0.331,2.0,2.0,2.0,10,4.0,3.0,1.0,3071.0,2.0,3.0,2.0,2.0
47.26,1,14.0,12.0,-9.0,-0.064,0.5710000000000001,1.0,-0.41700000000000004,0.331,2.0,1.0,6.0,10,1.0,5.0,5.0,3071.0,2.0,3.0,2.0,2.0
57.08,1,20.0,18.0,1.567,1.985,-9.0,6.0,1.607,-9.0,2.0,1.0,3.0,10,1.0,5.0,2.0,3071.0,2.0,3.0,2.0,2.0
51.39,1,16.0,14.0,1.104,0.521,1.047,1.0,0.579,0.8540000000000001,2.0,2.0,5.0,10,4.0,1.0,2.0,3071.0,2.0,3.0,2.0,2.0
44.36,1,-9.0,11.0,-9.0,-1.183,-9.0,5.0,-1.067,-9.0,21.0,2.0,3.0,9,2.0,3.0,5.0,3071.0,2.0,3.0,2.0,2.0
41.06,1,8.0,6.0,-1.093,0.521,-9.0,2.0,0.069,-9.0,2.0,1.0,2.0,4,2.0,2.0,1.0,3071.0,2.0,3.0,2.0,2.0
59.01,1,3.0,1.0,0.052000000000000005,0.7390000000000001,-9.0,1.0,0.997,-9.0,2.0,4.0,0.0,7,2.0,1.0,1.0,3072.0,2.0,3.0,3.0,2.0
58.45,1,4.0,3.0,1.1909999999999998,0.521,-9.0,2.0,0.324,-9.0,1.0,2.0,1.0,8,3.0,2.0,0.0,3072.0,2.0,3.0,3.0,2.0
57.33,1,15.0,10.0,1.9509999999999998,2.332,-0.867,4.0,2.349,1.3419999999999999,5.0,1.0,2.0,10,2.0,3.0,1.0,3072.0,2.0,3.0,3.0,2.0
56.99,1,12.0,1.0,-0.21600000000000005,-0.648,1.296,0.0,-0.28600000000000003,-0.664,11.0,4.0,1.0,10,4.0,2.0,1.0,3081.0,2.0,3.0,2.0,2.0
62.79,1,23.0,21.0,-4.0,-0.598,1.087,10.0,-0.835,1.5959999999999999,2.0,2.0,10.0,11,3.0,6.0,5.0,3081.0,2.0,3.0,2.0,2.0
47.81,1,10.0,7.0,-0.405,-0.7559999999999999,-9.0,1.0,-0.773,-9.0,3.0,4.0,1.0,11,5.0,5.0,7.0,3081.0,2.0,3.0,2.0,2.0
51.03,1,7.0,2.0,-4.0,-0.332,-9.0,1.0,-0.541,-9.0,5.0,1.0,0.0,12,1.0,2.0,5.0,3081.0,2.0,3.0,2.0,2.0
61.18,1,18.0,10.0,-4.0,0.282,0.5710000000000001,6.0,0.069,-0.9329999999999999,8.0,1.0,3.0,9,1.0,2.0,4.0,3081.0,2.0,3.0,2.0,2.0
65.88,1,4.0,2.0,-4.0,-0.679,0.111,5.0,-1.028,-1.091,2.0,2.0,1.0,7,3.0,5.0,4.0,3081.0,2.0,3.0,2.0,1.0
33.37,1,2.0,1.0,-1.355,-0.033,-9.0,1.0,0.069,-9.0,1.0,2.0,1.0,9,3.0,3.0,1.0,3081.0,3.0,3.0,2.0,2.0
44.76,1,-9.0,10.0,-4.0,-2.301,-0.381,2.0,-2.372,-0.183,21.0,1.0,1.0,12,2.0,2.0,5.0,3081.0,1.0,3.0,2.0,1.0
61.44,1,7.0,5.0,0.515,0.205,1.534,2.0,0.579,1.335,2.0,1.0,2.0,12,1.0,6.0,1.0,3082.0,2.0,3.0,3.0,1.0
59.21,1,13.0,11.0,-1.463,-9.0,-9.0,5.0,-9.0,-9.0,2.0,1.0,5.0,12,2.0,6.0,2.0,3082.0,2.0,3.0,3.0,1.0
62.74,1,20.0,19.0,1.001,1.431,-0.11599999999999999,4.0,1.607,-0.10300000000000001,1.0,1.0,5.0,10,1.0,3.0,1.0,3082.0,2.0,3.0,3.0,1.0
47.15,1,5.0,2.0,1.001,0.521,-0.63,1.0,0.324,-0.9329999999999999,3.0,1.0,1.0,12,1.0,7.0,1.0,3082.0,2.0,3.0,3.0,1.0
59.76,1,11.0,5.0,0.32,-0.6759999999999999,-0.154,5.0,-0.835,-0.111,6.0,2.0,6.0,10,3.0,2.0,4.0,3082.0,2.0,3.0,3.0,1.0
66.09,1,34.0,24.0,1.001,1.3530000000000002,1.7719999999999998,6.0,1.607,0.331,10.0,3.0,10.0,9,3.0,8.0,3.0,3082.0,2.0,3.0,3.0,1.0
53.3,1,11.0,7.0,1.001,0.282,-1.078,1.0,0.324,1.5959999999999999,4.0,1.0,3.0,8,3.0,3.0,3.0,3082.0,2.0,3.0,3.0,1.0
43.22,1,18.0,10.0,1.001,-0.866,-0.11599999999999999,6.0,-1.213,1.081,8.0,3.0,0.0,6,4.0,2.0,4.0,3082.0,2.0,3.0,3.0,1.0
36.89,1,5.0,3.0,-4.0,-9.0,-1.135,1.0,0.324,-0.8290000000000001,2.0,4.0,1.0,9,4.0,2.0,1.0,3083.0,1.0,2.0,2.0,1.0
56.25,1,6.0,1.0,-4.0,0.521,0.322,0.0,0.324,0.331,5.0,2.0,0.0,7,2.0,3.0,1.0,3083.0,1.0,2.0,1.0,1.0
52.49,1,-9.0,5.0,-4.0,1.213,-1.1059999999999999,3.0,0.934,0.262,21.0,4.0,3.0,10,3.0,7.0,5.0,3083.0,2.0,2.0,1.0,2.0
48.11,1,-9.0,10.0,-4.0,0.521,0.36,1.0,0.324,0.331,21.0,3.0,5.0,2,3.0,3.0,5.0,3083.0,1.0,1.0,3.0,1.0
48.83,1,23.0,8.0,-4.0,-0.033,-0.63,3.0,0.579,-1.463,15.0,4.0,1.0,10,4.0,5.0,6.0,3083.0,2.0,3.0,2.0,2.0
39.15,1,8.0,1.0,-4.0,-0.064,-0.42,1.0,-0.163,-0.9329999999999999,7.0,2.0,1.0,5,4.0,1.0,1.0,3083.0,2.0,3.0,2.0,2.0
63.43,1,14.0,4.0,-4.0,0.282,1.7719999999999998,2.0,0.579,-0.483,10.0,4.0,1.0,8,4.0,2.0,4.0,3083.0,2.0,1.0,3.0,2.0
51.91,1,2.0,1.0,-4.0,-9.0,-0.365,2.0,-9.0,0.14300000000000002,1.0,3.0,1.0,9,3.0,1.0,1.0,3083.0,1.0,2.0,1.0,1.0
53.55,1,5.0,0.0,-4.0,0.521,-0.39299999999999996,2.0,0.069,0.331,5.0,1.0,2.0,6,1.0,4.0,5.0,3083.0,2.0,3.0,2.0,2.0
34.75,1,8.0,4.0,-4.0,0.282,-9.0,1.0,0.069,-9.0,4.0,2.0,2.0,7,2.0,2.0,4.0,3083.0,2.0,3.0,2.0,2.0
48.96,1,5.0,0.0,-4.0,-0.303,1.7719999999999998,0.0,-0.41700000000000004,1.5959999999999999,5.0,5.0,0.0,9,4.0,2.0,5.0,3083.0,1.0,2.0,2.0,1.0
36.86,1,-9.0,5.0,-4.0,-0.598,1.085,0.0,-1.09,0.151,21.0,4.0,1.0,10,2.0,7.0,5.0,3083.0,1.0,1.0,3.0,1.0
41.22,1,-9.0,5.0,-4.0,0.282,0.121,1.0,0.579,0.14300000000000002,21.0,5.0,3.0,8,5.0,7.0,3.0,3083.0,2.0,2.0,2.0,2.0
41.56,1,9.0,6.0,-4.0,0.044000000000000004,-0.63,2.0,0.579,-1.202,3.0,2.0,3.0,9,2.0,6.0,4.0,3083.0,1.0,1.0,3.0,1.0
54.49,1,7.0,2.0,0.515,-1.026,-9.0,1.0,-1.26,-9.0,5.0,3.0,1.0,9,4.0,6.0,2.0,3091.0,2.0,3.0,3.0,2.0
50.24,1,6.0,3.0,0.32,0.282,-9.0,2.0,0.069,-9.0,3.0,4.0,1.0,5,4.0,2.0,2.0,3091.0,2.0,3.0,3.0,2.0
53.14,1,17.0,12.0,0.618,1.104,1.5330000000000001,20.0,0.193,-0.9329999999999999,5.0,1.0,15.0,12,2.0,8.0,12.0,3091.0,2.0,3.0,3.0,2.0
68.02,1,15.0,9.0,-4.0,-0.648,1.3219999999999998,3.0,-0.541,0.40399999999999997,6.0,5.0,1.0,11,5.0,6.0,3.0,3091.0,2.0,3.0,3.0,2.0
56.47,1,10.0,5.0,0.052000000000000005,-9.0,-9.0,2.0,-9.0,-9.0,5.0,3.0,1.0,11,4.0,6.0,1.0,3091.0,2.0,3.0,3.0,2.0
61.93,1,11.0,6.0,0.812,0.868,-9.0,1.0,0.8109999999999999,-9.0,5.0,4.0,3.0,11,5.0,6.0,1.0,3091.0,2.0,3.0,3.0,2.0
53.91,1,10.0,5.0,0.052000000000000005,-9.0,-9.0,2.0,-9.0,-9.0,5.0,1.0,1.0,10,1.0,7.0,2.0,3091.0,2.0,3.0,3.0,2.0
47.25,1,4.0,2.0,0.052000000000000005,-0.094,-9.0,12.0,-0.28600000000000003,-9.0,2.0,4.0,1.0,10,5.0,2.0,10.0,3091.0,2.0,3.0,3.0,2.0
60.1,1,3.0,2.0,-4.0,-0.033,1.3219999999999998,1.0,0.069,1.4069999999999998,1.0,4.0,1.0,12,5.0,6.0,1.0,3091.0,2.0,3.0,3.0,2.0
52.59,1,4.0,2.0,-4.0,-1.4980000000000002,1.7719999999999998,1.0,-1.213,0.331,2.0,4.0,0.0,8,4.0,7.0,0.0,3091.0,2.0,3.0,3.0,2.0
60.03,1,-9.0,16.0,0.052000000000000005,-0.696,-9.0,2.0,-0.163,-9.0,21.0,1.0,2.0,11,2.0,5.0,21.0,3091.0,2.0,3.0,3.0,2.0
39.76,1,-9.0,2.0,0.812,0.897,-9.0,1.0,0.934,-9.0,2.0,4.0,0.0,7,4.0,1.0,0.0,3092.0,2.0,3.0,3.0,3.0
60.47,1,7.0,3.0,-4.0,0.8370000000000001,1.7719999999999998,5.0,0.324,1.5959999999999999,4.0,4.0,4.0,9,5.0,1.0,1.0,3092.0,2.0,3.0,3.0,3.0
43.31,1,4.0,1.0,-0.903,0.205,-9.0,0.0,0.324,-9.0,3.0,3.0,0.0,2,3.0,1.0,1.0,3092.0,2.0,3.0,3.0,3.0
34.89,1,6.0,4.0,0.052000000000000005,1.3530000000000002,0.27899999999999997,10.0,1.3519999999999999,0.40399999999999997,2.0,3.0,6.0,9,3.0,2.0,5.0,3092.0,2.0,3.0,3.0,3.0
56.69,1,2.0,1.0,-0.13699999999999998,0.282,-0.63,2.0,0.324,-0.40299999999999997,1.0,4.0,0.0,9,4.0,5.0,2.0,3092.0,2.0,3.0,3.0,3.0
43.32,1,18.0,15.0,-0.898,-0.866,-0.171,3.0,-0.958,-0.745,3.0,2.0,4.0,11,3.0,4.0,1.0,3101.0,2.0,3.0,3.0,3.0
56.71,1,10.0,5.0,-1.2819999999999998,-0.598,0.5710000000000001,1.0,-1.09,-0.17600000000000002,5.0,3.0,7.0,9,2.0,6.0,2.0,3101.0,2.0,3.0,3.0,3.0
37.01,1,11.0,6.0,-1.847,0.282,0.5710000000000001,3.0,0.324,0.331,5.0,2.0,3.0,8,3.0,2.0,1.0,3101.0,2.0,3.0,3.0,3.0
43.27,1,1.0,0.0,-0.405,0.521,0.322,0.0,0.069,0.078,1.0,3.0,0.0,11,2.0,7.0,0.0,3101.0,2.0,3.0,3.0,3.0
61.17,1,20.0,10.0,1.001,0.282,-9.0,4.0,-9.0,-9.0,10.0,3.0,10.0,3,4.0,5.0,3.0,3101.0,2.0,3.0,3.0,3.0
57.61,1,26.0,21.0,1.567,-0.033,-0.171,1.0,0.324,-0.41,5.0,1.0,5.0,7,1.0,2.0,3.0,3101.0,2.0,3.0,3.0,3.0
53.44,1,10.0,5.0,-4.0,0.282,-9.0,2.0,0.069,-9.0,5.0,2.0,2.0,9,2.0,4.0,3.0,3101.0,2.0,3.0,3.0,3.0
50.67,1,0.0,0.0,-1.195,-1.213,-1.831,1.0,-1.7,-2.197,0.0,4.0,1.0,11,3.0,6.0,1.0,3101.0,2.0,3.0,3.0,3.0
68.24,1,20.0,12.0,1.464,0.49,1.7719999999999998,5.0,-0.163,0.331,8.0,2.0,5.0,10,2.0,6.0,4.0,3102.0,2.0,3.0,3.0,1.0
49.58,1,6.0,4.0,-4.0,-1.182,1.7719999999999998,3.0,-1.213,-1.74,2.0,1.0,0.0,12,1.0,2.0,2.0,3102.0,2.0,3.0,3.0,1.0
53.04,1,2.0,1.0,-4.0,0.47,-0.11800000000000001,1.0,0.51,-0.11800000000000001,1.0,1.0,1.0,8,1.0,1.0,1.0,3102.0,2.0,3.0,3.0,1.0
60.0,1,-9.0,14.0,-4.0,0.205,-0.62,5.0,0.579,0.877,21.0,4.0,2.0,10,3.0,6.0,2.0,3102.0,2.0,3.0,3.0,1.0
29.66,1,12.0,10.0,-4.0,-0.272,-9.0,5.0,0.324,-9.0,2.0,2.0,2.0,9,3.0,1.0,4.0,3102.0,2.0,3.0,3.0,1.0
61.24,1,11.0,10.0,1.9509999999999998,0.521,0.82,6.0,0.069,1.146,1.0,1.0,1.0,11,1.0,7.0,0.0,3102.0,2.0,3.0,3.0,1.0
59.29,1,5.0,2.0,0.349,-0.033,0.344,1.0,0.324,1.335,3.0,1.0,1.0,11,2.0,3.0,1.0,3102.0,2.0,3.0,3.0,1.0
39.88,1,8.0,2.0,0.052000000000000005,-0.252,-0.128,1.0,-0.348,-0.214,6.0,1.0,2.0,12,1.0,4.0,1.0,3111.0,2.0,3.0,2.0,2.0
40.96,1,10.0,5.0,-0.514,0.282,-9.0,3.0,0.324,-9.0,5.0,1.0,1.0,10,1.0,7.0,3.0,3111.0,2.0,3.0,2.0,2.0
31.23,1,12.0,0.0,-0.898,-9.0,-9.0,12.0,-9.0,-0.345,12.0,1.0,12.0,7,1.0,4.0,12.0,3111.0,2.0,3.0,2.0,2.0
36.18,1,-9.0,3.0,-1.2009999999999998,0.154,0.099,12.0,0.51,-1.1520000000000001,10.0,2.0,10.0,8,4.0,1.0,20.0,3111.0,2.0,3.0,2.0,2.0
52.69,1,17.0,16.0,1.9509999999999998,0.205,-0.63,1.0,0.579,1.5959999999999999,1.0,1.0,1.0,10,1.0,4.0,0.0,3111.0,2.0,3.0,2.0,2.0
46.66,1,3.0,0.0,-0.13699999999999998,-0.016,1.35,0.0,-0.031,1.5959999999999999,3.0,3.0,0.0,5,4.0,1.0,2.0,3111.0,2.0,3.0,2.0,2.0
42.39,1,12.0,7.0,-0.14300000000000002,1.669,0.5710000000000001,0.0,1.8619999999999999,0.331,5.0,2.0,4.0,9,3.0,3.0,1.0,3111.0,2.0,3.0,2.0,2.0
32.49,1,0.0,0.0,-4.0,1.4,-0.63,0.0,1.375,-0.9329999999999999,0.0,2.0,0.0,5,1.0,2.0,0.0,3111.0,2.0,3.0,2.0,2.0
60.35,1,4.0,1.0,-0.13699999999999998,0.521,0.873,0.0,0.324,1.4069999999999998,3.0,5.0,1.0,10,5.0,5.0,2.0,3112.0,2.0,3.0,2.0,2.0
57.19,1,4.0,3.0,1.001,-0.033,-0.381,2.0,0.324,1.5959999999999999,1.0,2.0,0.0,10,3.0,7.0,0.0,3112.0,2.0,3.0,2.0,2.0
50.56,1,3.0,1.0,0.406,-0.679,-0.63,1.0,-0.773,0.585,2.0,4.0,3.0,8,4.0,4.0,2.0,3112.0,2.0,3.0,2.0,2.0
50.34,1,16.0,15.0,1.001,-1.5290000000000001,1.7719999999999998,4.0,-1.445,1.5959999999999999,1.0,4.0,8.0,10,3.0,3.0,2.0,3112.0,2.0,3.0,2.0,2.0
52.9,1,5.0,4.0,-0.898,0.598,-9.0,1.0,0.324,-9.0,1.0,5.0,2.0,9,5.0,3.0,0.0,3121.0,2.0,3.0,2.0,3.0
58.99,1,10.0,5.0,0.052000000000000005,-0.619,-9.0,3.0,-0.163,-0.9329999999999999,5.0,1.0,2.0,10,1.0,6.0,1.0,3121.0,2.0,3.0,2.0,3.0
76.47,1,4.0,1.0,1.385,0.917,1.7719999999999998,1.0,0.262,1.5959999999999999,3.0,1.0,0.0,12,2.0,8.0,2.0,3122.0,2.0,3.0,3.0,2.0
54.8,1,1.0,1.0,-0.898,0.282,-0.63,1.0,0.324,-1.9280000000000002,0.0,2.0,1.0,13,2.0,8.0,0.0,3122.0,2.0,3.0,3.0,2.0
65.48,1,16.0,14.0,-4.0,1.985,1.7719999999999998,3.0,1.607,1.05,2.0,1.0,2.0,9,2.0,6.0,1.0,3122.0,2.0,3.0,3.0,2.0
46.97,1,13.0,8.0,0.212,0.816,0.5710000000000001,2.0,1.252,0.331,5.0,2.0,1.0,9,2.0,1.0,2.0,3131.0,3.0,3.0,3.0,3.0
50.29,1,15.0,5.0,-1.847,1.135,0.5710000000000001,0.0,1.189,-0.387,10.0,5.0,0.0,6,5.0,1.0,1.0,3131.0,3.0,3.0,3.0,3.0
56.77,1,8.0,3.0,0.812,0.282,1.3219999999999998,2.0,0.324,0.877,5.0,4.0,3.0,7,4.0,1.0,5.0,3131.0,3.0,3.0,3.0,3.0
52.36,1,5.0,3.0,1.001,0.521,0.36,1.0,0.324,-0.111,2.0,1.0,1.0,8,2.0,2.0,3.0,3131.0,3.0,3.0,3.0,3.0
50.92,1,12.0,4.0,1.001,0.598,-1.621,3.0,0.069,0.8540000000000001,8.0,2.0,1.0,9,3.0,3.0,5.0,3131.0,3.0,3.0,3.0,3.0
44.72,1,6.0,2.0,-9.0,-9.0,-9.0,1.0,-9.0,-9.0,4.0,1.0,1.0,7,1.0,2.0,3.0,3131.0,3.0,3.0,3.0,3.0
37.79,1,1.0,0.0,-4.0,1.985,-9.0,3.0,1.8619999999999999,-9.0,1.0,2.0,0.0,4,2.0,2.0,11.0,3132.0,2.0,3.0,2.0,2.0
51.77,1,3.0,2.0,0.812,0.282,-0.8690000000000001,1.0,0.579,-0.40299999999999997,1.0,2.0,0.0,8,2.0,1.0,1.0,3132.0,2.0,3.0,2.0,2.0
54.07,1,8.0,2.0,-4.0,0.598,-0.63,1.0,0.579,-0.9329999999999999,6.0,1.0,1.0,8,1.0,1.0,2.0,3132.0,2.0,3.0,2.0,2.0
43.97,1,2.0,1.0,-0.33799999999999997,-0.598,0.322,2.0,-0.835,-1.122,1.0,1.0,1.0,10,1.0,6.0,2.0,3132.0,2.0,3.0,2.0,2.0
47.81,1,3.0,2.0,-4.0,0.282,-1.5819999999999999,1.0,0.579,1.5959999999999999,1.0,4.0,1.0,6,4.0,1.0,1.0,3132.0,2.0,3.0,2.0,2.0
56.72,1,6.0,2.0,1.001,-0.252,0.121,1.0,-0.348,-0.68,4.0,1.0,0.0,11,1.0,4.0,2.0,3141.0,2.0,3.0,3.0,1.0
46.51,1,-9.0,3.0,-0.21600000000000005,0.8370000000000001,1.058,3.0,0.324,1.146,3.0,4.0,0.0,5,4.0,5.0,0.0,3141.0,1.0,3.0,2.0,1.0
57.31,1,12.0,6.0,1.196,-0.332,-0.11599999999999999,0.0,-0.541,1.4069999999999998,6.0,1.0,1.0,10,1.0,5.0,5.0,3141.0,2.0,3.0,3.0,2.0
59.01,1,3.0,2.0,1.9509999999999998,0.521,-9.0,1.0,0.579,1.4069999999999998,1.0,2.0,1.0,11,3.0,2.0,1.0,3141.0,2.0,3.0,2.0,1.0
54.53,1,4.0,2.0,1.001,0.282,0.083,1.0,0.324,-0.183,2.0,2.0,1.0,12,2.0,2.0,1.0,3141.0,2.0,3.0,2.0,2.0
56.82,1,5.0,1.0,1.001,0.174,-0.42,1.0,-0.41700000000000004,-0.3720000000000001,4.0,1.0,0.0,8,2.0,2.0,1.0,3141.0,2.0,3.0,2.0,2.0
44.83,1,10.0,5.0,0.052000000000000005,-0.41,-0.11599999999999999,1.0,-0.031,-0.222,5.0,5.0,0.0,5,5.0,1.0,1.0,3142.0,2.0,3.0,3.0,3.0
42.85,1,2.0,1.0,-0.898,1.669,1.5230000000000001,1.0,1.8619999999999999,0.893,1.0,5.0,1.0,9,4.0,6.0,1.0,3142.0,2.0,3.0,3.0,3.0
51.1,1,2.0,1.0,-0.898,-0.38,-0.63,1.0,-0.163,-0.9329999999999999,1.0,3.0,0.0,10,3.0,2.0,1.0,3142.0,2.0,3.0,3.0,3.0
42.88,1,2.0,1.0,0.052000000000000005,-0.648,-1.317,1.0,-0.031,-0.9329999999999999,1.0,4.0,2.0,12,3.0,2.0,1.0,3142.0,2.0,3.0,3.0,3.0
50.21,1,4.0,3.0,0.812,1.4509999999999998,1.7719999999999998,3.0,1.189,0.14300000000000002,1.0,2.0,3.0,10,4.0,4.0,1.0,3142.0,2.0,3.0,3.0,3.0
52.31,1,1.0,1.0,-0.24600000000000002,0.504,0.095,1.0,1.189,-1.675,0.0,4.0,0.0,6,3.0,7.0,0.0,3142.0,2.0,3.0,3.0,3.0
